,age,sex,income,height,city,education,children
52593,24,Female,93163,1.81,Phoenix,No especificado,4
52594,43,Male,82588,1.74,Chicago,No especificado,5
52595,82,Female,76703,1.73,New York,Master,0
52596,55,Female,86458,1.9,Los Angeles,No especificado,2
52598,74,Female,57465,1.61,New York,PhD,5
52599,62,Male,87129,1.85,Phoenix,PhD,3
52600,24,Female,67015,1.62,Chicago,Master,0
52601,49,Male,59138,1.77,Phoenix,Bachelor,0
52603,73,Male,83312,1.51,Phoenix,Master,1
52604,97,Female,21299,1.97,Phoenix,Master,3
52605,19,Male,76414,1.64,Phoenix,PhD,1
52606,27,Female,44247,1.6,Los Angeles,Bachelor,4
52607,100,Male,82855,1.98,Los Angeles,No especificado,2
52608,19,Female,87361,1.66,Houston,No especificado,1
52609,42,Male,65022,1.77,Chicago,PhD,3
52610,58,Male,52612,1.95,New York,Master,3
52611,95,Male,75645,1.57,Phoenix,No especificado,0
52612,21,Female,70085,1.62,Houston,Master,3
52613,63,Female,50543,1.99,Phoenix,No especificado,3
52614,32,Male,71090,1.93,Los Angeles,No especificado,5
52615,81,Female,47155,1.58,Houston,Bachelor,2
52616,39,Male,71706,1.67,New York,PhD,3
52617,92,Female,96392,1.67,New York,No especificado,0
52619,70,Female,91992,1.65,Houston,Master,3
52621,78,Male,48715,1.95,Houston,No especificado,4
52623,22,Male,95430,1.84,Chicago,Master,0
52624,61,Male,38178,1.75,Houston,PhD,2
52626,94,Female,99482,1.51,Los Angeles,No especificado,5
52627,88,Male,77446,1.72,Houston,Master,3
52628,35,Female,45862,1.94,Chicago,PhD,0
52629,60,Female,23279,1.64,Chicago,Bachelor,4
52630,23,Female,85243,1.71,Chicago,PhD,0
52631,25,Female,61421,1.76,Houston,Bachelor,2
52632,100,Female,22344,1.5,Phoenix,Master,1
52633,87,Female,67404,1.91,Houston,No especificado,1
52634,88,Male,27486,1.58,Phoenix,No especificado,1
52635,31,Male,34273,1.98,Chicago,PhD,4
52636,33,Female,70965,1.72,New York,No especificado,1
52637,82,Female,60790,1.72,New York,Master,4
52639,56,Male,57411,1.61,Phoenix,Bachelor,2
52640,54,Female,79339,1.88,New York,PhD,1
52641,51,Female,42322,1.58,Phoenix,No especificado,3
52642,14,Male,82399,1.93,Phoenix,PhD,3
52643,6,Female,67763,1.58,Los Angeles,Master,0
52644,46,Female,43116,1.98,New York,PhD,3
52645,13,Female,60904,1.56,Houston,No especificado,5
52646,39,Male,62830,1.78,Houston,No especificado,4
52647,77,Female,48692,1.72,Los Angeles,No especificado,0
52648,94,Female,91593,1.61,Phoenix,PhD,1
52649,96,Female,51616,1.92,Phoenix,Bachelor,5
52651,12,Male,88908,1.81,Phoenix,No especificado,2
52652,70,Female,64575,1.65,Phoenix,Master,2
52653,7,Male,83184,1.54,New York,No especificado,2
52654,49,Male,64919,1.96,Houston,Bachelor,5
52655,66,Male,79572,1.56,Los Angeles,PhD,5
52656,51,Male,26155,1.55,Houston,Bachelor,5
52658,65,Male,53512,1.5,Phoenix,Master,5
52659,71,Female,32557,1.59,Chicago,Bachelor,2
52660,50,Male,26476,1.76,Houston,PhD,5
52661,97,Male,64963,1.9,Chicago,Bachelor,3
52663,96,Female,48941,1.61,Phoenix,PhD,2
52664,67,Female,40549,1.51,Houston,Bachelor,4
52665,90,Female,20704,1.58,Houston,Bachelor,1
52666,67,Male,71896,1.63,Chicago,Bachelor,4
52667,61,Male,42994,1.86,Houston,Bachelor,2
52669,22,Female,46349,1.62,Chicago,No especificado,2
52670,35,Female,22929,1.75,New York,Bachelor,4
52671,33,Female,99135,1.67,Houston,Master,4
52672,78,Male,32301,1.56,Houston,No especificado,3
52673,33,Male,62288,1.85,Phoenix,No especificado,2
52674,3,Female,90411,1.68,New York,PhD,2
52675,97,Male,37360,1.84,Phoenix,PhD,0
52676,32,Male,85133,1.61,Chicago,No especificado,0
52677,88,Female,63537,1.82,Houston,Master,4
52678,98,Male,85738,1.89,Chicago,Master,4
52679,84,Male,59047,1.83,Phoenix,PhD,1
52680,87,Male,88587,1.58,Houston,PhD,0
52681,80,Female,40950,1.72,Chicago,No especificado,3
52683,11,Male,46779,1.62,Phoenix,No especificado,5
52684,67,Female,88709,1.8,Chicago,No especificado,2
52685,55,Male,47561,1.77,Chicago,PhD,1
52686,80,Male,68807,1.98,Los Angeles,PhD,1
52687,91,Female,40623,1.86,New York,PhD,1
52688,42,Female,58343,1.74,New York,PhD,3
52689,54,Male,85929,1.84,Los Angeles,No especificado,3
52691,30,Female,45462,1.6,Chicago,Master,3
52692,86,Female,21205,1.86,Houston,Master,0
52693,39,Male,88140,1.74,Chicago,No especificado,3
52694,35,Female,40147,1.87,Los Angeles,Bachelor,5
52695,7,Male,24575,1.97,New York,Bachelor,0
52696,72,Male,90256,1.98,New York,Master,0
52697,70,Male,68515,1.88,New York,No especificado,0
52698,30,Female,76586,1.69,Phoenix,Master,5
52700,84,Female,94599,1.95,Los Angeles,Bachelor,4
52702,13,Male,78094,1.79,New York,Bachelor,5
52703,70,Female,91541,1.67,Houston,Master,5
52704,32,Male,67595,1.85,Los Angeles,PhD,2
52705,70,Female,27250,1.92,Phoenix,Bachelor,0
52706,4,Male,99250,1.97,Chicago,PhD,4
52707,16,Female,42713,1.7,New York,No especificado,5
52708,51,Male,36763,1.88,New York,Master,5
52709,75,Female,67315,1.8,New York,Master,4
52710,95,Female,26760,1.53,Houston,PhD,4
52711,25,Female,24278,1.72,Phoenix,Bachelor,0
52712,35,Male,78852,1.73,Phoenix,PhD,3
52713,61,Male,58803,1.82,New York,Bachelor,3
52714,54,Female,96088,1.96,Chicago,Master,0
52715,75,Female,32652,1.92,Phoenix,Master,2
52716,9,Male,42217,1.88,New York,No especificado,3
52717,18,Female,96883,1.85,New York,Master,2
52718,83,Male,79983,1.95,Houston,Bachelor,3
52720,64,Male,53472,1.99,Houston,Master,0
52721,64,Female,55227,1.56,Houston,Bachelor,2
52722,78,Female,74482,1.7,Phoenix,Bachelor,0
52723,32,Male,44679,1.7,Phoenix,No especificado,4
52724,81,Female,68167,1.86,New York,Master,0
52725,79,Female,73381,1.61,New York,PhD,4
52727,1,Female,97655,1.76,Phoenix,No especificado,2
52728,12,Male,58369,1.58,Phoenix,Master,0
52729,100,Female,89915,1.79,Los Angeles,Bachelor,4
52730,87,Male,83854,1.82,Chicago,Master,2
52731,21,Female,42856,1.74,Chicago,PhD,5
52733,4,Female,44767,1.71,New York,Bachelor,1
52734,10,Male,88633,1.51,Houston,PhD,3
52735,50,Female,38616,1.93,Houston,Master,2
52736,28,Female,31031,1.81,Los Angeles,Master,0
52737,13,Male,93094,1.98,Chicago,PhD,1
52738,65,Female,71428,1.66,Houston,No especificado,2
52739,98,Female,82679,2.0,Houston,Bachelor,2
52740,47,Female,63992,1.64,Houston,No especificado,5
52741,24,Male,20363,1.64,New York,Master,4
52743,1,Male,45712,1.54,Phoenix,Master,4
52744,81,Female,90025,1.83,Phoenix,Bachelor,5
52745,20,Female,46479,1.94,Chicago,No especificado,1
52747,75,Male,83843,1.84,Chicago,Bachelor,3
52748,13,Male,78342,1.54,Phoenix,No especificado,5
52749,47,Male,62241,1.85,Chicago,PhD,0
52750,20,Female,65666,1.66,Houston,Master,5
52751,28,Female,99415,1.98,New York,PhD,3
52752,10,Female,74926,1.83,New York,No especificado,1
52753,25,Male,24498,1.71,Chicago,PhD,2
52754,32,Female,37867,1.52,New York,No especificado,1
52755,51,Female,61958,1.64,Phoenix,Master,5
52756,82,Male,50027,1.64,Houston,PhD,1
52757,98,Female,60455,1.95,Los Angeles,No especificado,3
52758,88,Male,36752,1.99,Chicago,PhD,4
52760,87,Male,54787,2.0,Chicago,Master,3
52761,9,Male,50969,1.76,Phoenix,No especificado,1
52762,38,Female,38784,1.64,Houston,Bachelor,2
52763,99,Female,35169,1.59,Houston,Bachelor,1
52764,1,Male,40171,1.69,Los Angeles,No especificado,2
52765,76,Male,46410,1.7,New York,No especificado,0
52767,23,Male,72347,1.8,Los Angeles,Bachelor,1
52768,11,Male,93126,1.71,New York,No especificado,0
52769,22,Male,39719,1.91,Los Angeles,Master,4
52770,63,Female,89330,1.97,Houston,Bachelor,5
52771,6,Female,24261,1.59,Houston,No especificado,4
52772,24,Male,65601,1.92,New York,Master,5
52773,32,Female,21776,1.96,New York,Master,4
52774,16,Female,42427,1.56,Houston,No especificado,1
52775,71,Female,34793,1.94,Chicago,PhD,4
52776,77,Female,26614,1.52,Chicago,Bachelor,4
52777,55,Male,53787,1.68,Chicago,No especificado,5
52778,62,Female,37821,1.66,Los Angeles,Bachelor,3
52779,24,Female,56778,1.97,New York,No especificado,3
52780,5,Female,56768,1.83,Los Angeles,PhD,1
52781,15,Female,25496,1.68,Phoenix,Master,3
52782,24,Female,71743,1.98,Houston,Bachelor,4
52783,80,Male,52804,1.73,New York,No especificado,5
52785,78,Female,39250,1.84,Chicago,Bachelor,1
52786,3,Male,93023,1.91,New York,No especificado,4
52787,32,Male,22569,1.77,Houston,Master,2
52788,13,Male,63538,1.65,Los Angeles,No especificado,0
52789,85,Female,74077,1.5,Phoenix,No especificado,4
52790,99,Male,52080,1.97,Phoenix,Master,3
52791,59,Female,29860,1.82,Los Angeles,Bachelor,5
52792,63,Female,20991,1.69,Los Angeles,No especificado,1
52793,82,Female,99385,1.76,New York,PhD,2
52794,41,Female,86763,1.99,New York,No especificado,5
52795,52,Female,25395,1.55,Phoenix,Bachelor,5
52796,74,Male,20320,1.72,New York,Master,5
52797,90,Male,35605,1.56,Chicago,Bachelor,0
52798,89,Male,93360,1.94,Chicago,PhD,4
52799,2,Female,69407,1.92,Chicago,PhD,4
52800,1,Male,77549,1.58,New York,Master,1
52801,90,Female,29761,1.51,New York,PhD,2
52802,1,Female,38111,1.73,Houston,No especificado,1
52803,89,Male,96204,1.57,New York,Bachelor,1
52804,14,Female,77739,1.58,Los Angeles,No especificado,1
52805,84,Male,31478,1.58,Houston,No especificado,0
52807,82,Male,55999,1.71,New York,Bachelor,2
52808,97,Female,62129,1.95,New York,Master,3
52809,96,Female,27604,1.61,Los Angeles,No especificado,2
52810,11,Female,62238,1.6,Los Angeles,Master,3
52811,60,Male,25557,1.91,New York,Master,5
52812,49,Male,50405,1.77,Chicago,Master,0
52813,44,Female,32818,1.82,New York,Bachelor,5
52814,28,Female,21829,1.64,Houston,No especificado,3
52816,23,Male,82855,1.83,Los Angeles,Master,4
52817,38,Male,83333,1.99,Los Angeles,Master,5
52819,68,Female,46615,1.98,New York,PhD,5
52820,31,Male,31804,1.59,Los Angeles,Master,2
52821,33,Female,56694,1.82,Chicago,Master,5
52822,28,Male,92015,1.53,Chicago,PhD,3
52823,66,Male,60983,1.5,Los Angeles,No especificado,1
52824,100,Female,93032,1.77,New York,Bachelor,3
52825,62,Female,32667,1.91,New York,PhD,1
52826,15,Female,36138,1.93,Los Angeles,Bachelor,4
52827,48,Male,96051,1.59,Chicago,PhD,1
52828,10,Male,56726,1.96,Houston,PhD,4
52829,41,Male,37786,1.71,Phoenix,PhD,5
52830,37,Female,41066,1.56,New York,No especificado,0
52831,93,Male,39918,1.82,Phoenix,No especificado,2
52832,64,Male,24098,1.92,Los Angeles,Master,1
52833,39,Male,64036,1.54,Chicago,PhD,0
52834,56,Female,86736,1.56,Phoenix,No especificado,3
52835,80,Male,84631,1.61,Houston,Bachelor,3
52836,15,Female,41183,1.64,Chicago,No especificado,4
52837,15,Female,76641,1.69,Chicago,Master,2
52838,60,Female,67297,1.95,Chicago,Bachelor,0
52839,81,Male,75312,1.68,Phoenix,Bachelor,0
52840,8,Female,49117,1.65,Phoenix,PhD,4
52841,92,Female,85143,1.55,Phoenix,PhD,2
52842,89,Female,97241,1.87,Los Angeles,Master,1
52843,71,Male,48184,1.62,Houston,Master,0
52844,58,Female,62697,1.92,Chicago,Bachelor,5
52845,2,Male,51966,1.95,Houston,Bachelor,4
52846,18,Male,77021,1.81,Chicago,No especificado,0
52847,62,Male,68863,1.76,Houston,PhD,2
52848,19,Male,69969,1.89,Phoenix,Master,3
52850,24,Female,63604,1.61,Chicago,Master,5
52851,5,Male,79615,1.89,Phoenix,PhD,5
52852,33,Male,82648,1.61,Los Angeles,Bachelor,5
52853,7,Male,25682,1.9,Chicago,Master,2
52854,6,Female,78924,1.78,New York,PhD,0
52855,80,Female,24150,1.88,Chicago,Bachelor,2
52858,94,Male,39899,1.67,Chicago,No especificado,1
52859,93,Male,57395,1.85,Houston,No especificado,3
52860,67,Female,81255,1.78,Los Angeles,Bachelor,4
52862,70,Female,59898,1.54,Houston,Bachelor,1
52863,94,Female,26962,1.83,New York,Bachelor,5
52864,26,Male,21280,1.69,Houston,PhD,0
52865,37,Female,88799,1.93,Los Angeles,Master,1
52866,81,Male,70918,1.66,Phoenix,Master,1
52867,92,Female,48624,1.81,Los Angeles,Bachelor,2
52868,73,Female,83654,1.53,Houston,Bachelor,0
52869,83,Female,28640,1.78,Phoenix,PhD,5
52870,15,Female,50505,1.55,New York,Bachelor,1
52871,23,Female,94215,1.96,Los Angeles,PhD,5
52872,27,Female,85411,1.72,Los Angeles,No especificado,3
52873,22,Female,21100,1.62,Chicago,Master,2
52874,15,Female,78976,1.92,Chicago,PhD,5
52875,49,Male,24099,1.53,Phoenix,PhD,0
52876,86,Male,97177,1.66,Houston,Bachelor,5
52877,88,Male,93588,1.73,Chicago,PhD,5
52878,2,Male,41988,1.77,Los Angeles,Master,0
52879,4,Male,60967,1.76,New York,Master,3
52880,48,Male,59759,1.75,Los Angeles,Bachelor,3
52882,91,Male,39347,1.51,Chicago,PhD,3
52883,28,Male,94655,1.98,Chicago,No especificado,4
52885,34,Male,72374,1.99,Phoenix,No especificado,1
52886,90,Female,59655,1.86,Los Angeles,No especificado,4
52887,10,Female,57082,1.51,New York,Master,2
52888,70,Female,92512,1.93,Chicago,PhD,0
52889,30,Female,87791,1.82,Los Angeles,Bachelor,5
52890,18,Female,25191,1.52,Los Angeles,Master,1
52891,88,Male,93904,1.56,New York,Master,1
52892,95,Female,42571,1.58,Phoenix,Bachelor,0
52893,97,Male,28207,1.78,Phoenix,Master,0
52894,45,Male,57660,1.87,Houston,Master,5
52895,24,Female,92586,1.53,Phoenix,No especificado,3
52896,92,Female,89740,1.79,New York,Master,4
52898,50,Male,50070,1.94,Los Angeles,No especificado,5
52899,21,Female,92705,1.6,Houston,Bachelor,3
52900,47,Male,72691,1.65,Phoenix,Master,3
52901,19,Male,55905,1.5,Phoenix,No especificado,2
52902,84,Male,95512,1.66,Chicago,Bachelor,3
52903,6,Male,82647,1.78,New York,Master,3
52904,21,Female,23534,1.96,Houston,Master,2
52905,12,Female,20030,1.58,New York,No especificado,4
52906,29,Female,65440,1.85,Houston,Master,5
52907,15,Male,55126,1.68,New York,PhD,5
52908,13,Female,22481,1.67,Los Angeles,No especificado,1
52910,60,Female,31499,1.79,Los Angeles,Master,5
52911,73,Female,91008,1.82,Los Angeles,No especificado,0
52912,45,Male,51379,1.67,New York,PhD,3
52913,93,Female,88943,1.74,Houston,No especificado,1
52914,38,Female,37685,1.87,Los Angeles,Bachelor,0
52915,22,Male,47658,1.68,Houston,PhD,2
52916,68,Female,39552,1.89,Phoenix,PhD,0
52917,96,Male,69798,1.89,Chicago,No especificado,0
52918,28,Female,72612,1.74,Houston,Master,0
52919,22,Female,73893,1.96,Houston,No especificado,5
52920,50,Male,89749,1.59,New York,Bachelor,0
52921,64,Male,54512,1.57,Phoenix,Bachelor,0
52922,87,Male,49709,1.98,Houston,Bachelor,4
52923,4,Male,81749,1.79,Chicago,No especificado,4
52924,13,Female,55784,1.58,New York,No especificado,2
52925,96,Male,36447,1.89,New York,Master,3
52926,97,Male,92034,1.68,Chicago,Master,3
52927,11,Female,42662,1.86,Chicago,Master,5
52928,52,Male,28412,1.94,Chicago,PhD,0
52929,58,Male,58035,1.87,Phoenix,Bachelor,5
52930,65,Female,31683,1.7,New York,Bachelor,1
52931,15,Female,60199,1.79,New York,PhD,0
52932,15,Female,55485,1.64,New York,Bachelor,1
52933,56,Female,52659,1.63,New York,Bachelor,5
52934,60,Male,68177,1.75,Phoenix,No especificado,4
52935,95,Male,77391,1.86,Phoenix,Bachelor,3
52936,69,Male,84199,1.7,Chicago,Master,5
52937,53,Male,57050,1.68,Chicago,Bachelor,3
52938,95,Female,27845,1.89,Phoenix,Bachelor,5
52939,18,Female,91440,1.93,Chicago,Bachelor,0
52940,77,Male,54059,1.87,New York,PhD,0
52941,1,Male,79790,1.97,Phoenix,No especificado,5
52942,23,Female,35495,1.76,Chicago,PhD,0
52943,41,Female,36993,1.67,New York,PhD,5
52944,13,Male,98562,1.67,Los Angeles,No especificado,4
52945,43,Male,71059,1.82,New York,No especificado,3
52946,25,Male,43902,1.95,Los Angeles,No especificado,5
52947,65,Female,23143,1.89,Chicago,Master,5
52948,51,Female,68510,1.85,New York,Master,1
52950,97,Female,34432,1.91,Phoenix,No especificado,0
52951,22,Male,63163,1.71,Phoenix,No especificado,4
52952,56,Male,52998,1.79,Phoenix,Bachelor,3
52953,57,Male,35163,1.95,New York,No especificado,0
52954,30,Male,23594,1.89,Los Angeles,PhD,3
52955,100,Female,90053,1.64,New York,No especificado,4
52956,3,Female,31934,1.93,Chicago,Bachelor,0
52957,22,Male,90452,1.81,New York,Bachelor,0
52959,6,Male,28831,1.94,Houston,Master,3
52960,79,Male,91936,1.81,Phoenix,No especificado,2
52961,74,Female,27229,1.99,Phoenix,Bachelor,3
52962,39,Female,98963,1.58,Phoenix,PhD,4
52963,11,Male,91841,1.67,Phoenix,No especificado,3
52964,62,Male,84197,1.54,Chicago,No especificado,0
52965,88,Male,62329,1.56,Chicago,No especificado,2
52967,27,Male,68027,1.53,Chicago,Master,5
52969,3,Female,99826,1.67,Chicago,No especificado,2
52970,37,Female,60632,1.74,Houston,PhD,4
52971,87,Male,86988,1.94,Los Angeles,Master,5
52972,2,Female,23344,2.0,Houston,Master,0
52973,47,Male,76764,1.92,Los Angeles,Master,4
52974,26,Female,74908,1.99,Phoenix,PhD,0
52975,10,Female,53611,1.56,Los Angeles,No especificado,0
52976,78,Female,71368,1.62,Phoenix,Bachelor,2
52977,67,Female,47037,1.54,Los Angeles,PhD,4
52978,36,Male,53373,1.67,Los Angeles,Master,5
52980,10,Male,44223,1.7,Los Angeles,Master,2
52981,8,Female,26475,1.58,New York,Master,3
52982,86,Female,87991,1.82,Phoenix,Master,1
52983,44,Female,40133,1.94,Houston,No especificado,4
52984,4,Female,80513,1.66,Houston,PhD,5
52985,58,Male,61927,1.63,Phoenix,PhD,2
52986,42,Male,55960,1.79,Los Angeles,Master,2
52987,41,Female,37029,1.96,Phoenix,No especificado,1
52988,1,Female,33465,1.64,Chicago,No especificado,2
52989,68,Male,34991,1.73,New York,Bachelor,4
52990,34,Male,99614,1.78,New York,No especificado,5
52991,65,Male,64572,1.91,Chicago,Bachelor,3
52992,41,Female,59003,1.73,New York,PhD,3
52993,21,Female,97702,1.81,New York,Bachelor,5
52994,71,Female,50973,1.88,Houston,No especificado,0
52995,38,Male,32935,1.89,Phoenix,Bachelor,4
52996,53,Male,74910,1.76,Houston,No especificado,3
52997,63,Male,85455,1.96,New York,No especificado,0
52998,58,Female,47373,1.73,Los Angeles,Master,1
52999,8,Male,21842,1.59,Houston,Bachelor,0
53000,30,Female,38760,1.77,Houston,Master,3
53001,64,Female,53875,1.9,New York,No especificado,2
53002,65,Male,51538,1.9,Phoenix,Master,1
53003,33,Male,56373,1.52,New York,Bachelor,1
53005,58,Female,85956,1.81,Houston,PhD,0
53006,79,Female,42582,1.58,Houston,Master,3
53007,63,Male,87834,1.86,Los Angeles,Master,2
53009,94,Female,49475,1.67,New York,No especificado,0
53010,1,Female,63132,1.99,Chicago,Master,1
53011,72,Female,21553,1.58,New York,No especificado,2
53012,84,Male,76920,1.56,Chicago,Bachelor,0
53013,93,Female,99691,1.52,New York,Bachelor,1
53014,30,Female,20753,1.79,Chicago,Master,5
53015,4,Male,40316,1.97,New York,No especificado,1
53016,84,Male,79188,1.99,New York,Bachelor,2
53017,58,Female,55544,1.68,Phoenix,Bachelor,5
53018,51,Male,98519,1.81,New York,No especificado,4
53019,35,Female,35120,1.93,Los Angeles,Master,0
53020,85,Female,67035,1.88,Phoenix,PhD,0
53021,38,Female,87542,1.94,Houston,Master,4
53022,6,Female,73988,1.89,New York,Master,3
53023,44,Male,62575,1.56,Phoenix,Master,5
53024,66,Female,94779,1.96,Los Angeles,Master,4
53026,42,Female,99757,1.89,Houston,Master,3
53027,42,Male,26426,1.74,Chicago,PhD,3
53028,92,Male,83371,1.92,New York,PhD,1
53029,1,Male,57538,1.67,Phoenix,Master,0
53030,11,Female,42878,1.96,Chicago,PhD,5
53031,64,Female,64938,1.96,Phoenix,Master,4
53033,57,Female,83995,1.65,Houston,No especificado,5
53034,22,Female,46160,1.92,New York,Bachelor,2
53035,59,Male,46221,1.79,New York,PhD,3
53036,83,Male,37108,1.62,Los Angeles,PhD,5
53037,77,Female,89142,1.56,Chicago,PhD,4
53038,57,Female,45562,1.75,Los Angeles,Bachelor,4
53039,32,Female,94164,1.58,Chicago,No especificado,3
53040,93,Male,67387,1.96,Phoenix,Master,5
53042,71,Female,40124,1.91,Houston,No especificado,3
53043,24,Male,76982,1.65,Phoenix,Master,1
53044,73,Female,30542,1.7,Houston,No especificado,2
53045,4,Female,70537,1.85,Houston,Master,3
53046,16,Female,43635,1.86,Chicago,PhD,1
53047,89,Female,67580,1.92,Houston,Master,2
53048,71,Male,63521,1.81,Houston,Bachelor,0
53051,2,Female,60319,1.57,Phoenix,Bachelor,3
53052,47,Male,21951,1.93,Phoenix,Bachelor,1
53053,14,Female,75486,1.88,Houston,Bachelor,2
53054,12,Male,21332,1.89,Houston,Master,2
53055,97,Male,48357,1.61,New York,Master,3
53058,25,Male,65706,1.53,Chicago,PhD,1
53059,33,Male,54207,1.57,Chicago,No especificado,5
53060,4,Male,33011,1.71,Los Angeles,Bachelor,4
53061,55,Female,94264,1.96,Los Angeles,Bachelor,1
53062,26,Male,83218,1.58,Los Angeles,PhD,4
53063,50,Male,86748,1.95,Los Angeles,Master,2
53064,69,Female,51110,1.61,New York,PhD,5
53065,4,Female,97759,1.5,New York,PhD,4
53066,10,Female,65655,1.58,Chicago,PhD,5
53067,80,Male,98582,1.56,New York,No especificado,4
53068,77,Female,86192,1.85,Chicago,Master,3
53069,6,Female,43833,1.86,New York,Bachelor,0
53070,47,Female,21698,1.6,Chicago,No especificado,1
53071,4,Male,26656,1.96,Chicago,Bachelor,5
53072,23,Female,93611,1.72,New York,No especificado,4
53073,39,Female,94422,1.59,Houston,Master,4
53074,6,Female,27122,1.75,Chicago,Master,3
53075,52,Male,63060,1.79,New York,Master,1
53076,41,Male,81632,1.6,New York,PhD,0
53077,9,Female,63664,1.84,Phoenix,Bachelor,3
53078,9,Female,63990,1.55,Houston,PhD,2
53079,87,Male,63653,1.84,Phoenix,No especificado,0
53080,61,Female,60552,1.65,Phoenix,Bachelor,1
53081,82,Female,86029,1.63,Chicago,PhD,2
53082,92,Female,82141,1.75,Los Angeles,Bachelor,1
53083,35,Female,32490,1.85,Chicago,No especificado,3
53084,61,Female,82994,1.92,New York,PhD,5
53085,10,Male,24915,1.93,Houston,No especificado,4
53086,93,Female,44132,1.67,Houston,Bachelor,5
53087,12,Male,28118,1.78,Chicago,Bachelor,5
53088,59,Male,47858,1.89,Houston,PhD,5
53089,7,Male,36064,1.88,New York,PhD,0
53090,86,Male,83078,1.61,Houston,Bachelor,2
53091,51,Female,60898,1.97,Phoenix,Bachelor,3
53092,35,Male,88535,1.94,Chicago,PhD,2
53093,70,Female,38614,1.68,Chicago,No especificado,5
53094,46,Female,24030,1.73,Chicago,Master,3
53095,57,Female,38721,1.96,Phoenix,PhD,2
53096,73,Female,66861,1.89,Phoenix,No especificado,0
53097,56,Female,53407,1.56,Phoenix,Master,5
